地区ID,地区名,戦闘形式,部隊名,プリセット
1214,初級4,昼戦,11,MXw2Mi05LTQtMzItMTI3OzE2Ni04LTI3MC03Mi01ODsyOTQtNy0zMDUtNzItNDA7OTYtMTQtMjI0LTcyLTIzNzsxMjYtMTMtMTk4LTcyLTU4fDA=
1214,初級4,昼戦,12,MXw0LTktMjI0LTI3MS01ODsyMDAwNS04LTExMy03Mi00MDsyNDMtNy0yODItMzItMjM0OzI1MC0xNC0yMjQtNzItNTg7Mzc4LTEzLTEyLTMxNy0yMzR8MA==
1214,初級4,昼戦,13,MXwyMDAwMi05LTM3NS0xMDEtNTg7MjAwNjMtOC0xMjQtMzItMzc0OzEwMTctNy0zMDUtNzItNDA7MzU2LTE0LTgtMzItMjM0OzEwMjctMTMtNC0zMi0xODR8MA==
1214,初級4,昼戦,14,MXw3My05LTI5NS0zMi0yMzQ7MTE4LTgtNC0zMi0yNDg7MTAzMi03LTgtMzItMjU1OzEwMzUtMTQtMjI0LTMyNy00MDsyMDAzMi0xMy0yMzQtNzItMTM0fDA=
1214,初級4,昼戦,15,MXwyODUtOS0yMjQtNzItNTg7MzE4LTgtOC0zMi0yMzQ7MTAxOC03LTMwNS03Mi0xNDc7MzU3LTE0LTIyNC03Mi01ODs0MDAtMTMtMzA1LTcyLTQwfDA=
1214,初級4,昼戦,16,MXwzMDMtOS0zMDUtNzItNDA7MzYxLTgtMTItMzItMjM0OzIwMDYxLTctMTItMTM2LTIzNDszOTktMTQtMzA1LTcyLTQwOzEwMDEtMTMtMjI0LTcyLTU4fDA=
1214,初級4,昼戦,17,MXwyMDA5MS05LTIyNC03Mi01ODsyNzItOC0yMjQtNzItNTg7MzA2LTctOC0zMi0yMzQ7Mzc1LTE0LTIyNC03Mi01ODszMTMtMTMtOC0zMi0yMzR8MA==
1214,初級4,昼戦,18,MXwzMzgtOS04LTMyLTIzNDsyMTQtOC04LTMxOS0yMzQ7Mjc0LTctMjk0LTMyLTMwOTszNjktMTQtMjI0LTcyLTU4OzI4OS0xMy04LTMyLTIzNHww
1214,初級4,昼戦,19,MXwyOTAtOS0xMi0zMi0yMzQ7MzY1LTgtOC0zMi0yMzQ7MzA0LTctMjM0LTcyLTEyOzM0Mi0xNC04LTMyLTIzNDs3Mi0xMy00LTMyLTE2NXww
1214,初級4,昼戦,20,MXwyMzYtOS04LTMyLTIzNDsyMTUtOC0xMi0zMi0yMzQ7MjAwNzEtNy0xMi0zMi0yMzQ7MzcyLTE0LTgtMzItMjM0OzE3Mi0xMy0xNjktMzItMjM0fDA=
1214,初級4,昼戦,21,MXwxMDA5LTktMjI0LTcyLTU4OzEwMTAtOC0yMjQtNzItNTg7MTk0LTctOC0zMi0yMzQ7MTg3LTE0LTI4OC0zMi0yMzQ7Mzc2LTEzLTQwLTcyLTEyfDA=
1214,初級4,昼戦,22,MXwzOTAtOS0xMi0zMi0yMzQ7MzQwLTgtMTItMzItMjM0OzEwMzgtNy0xMi0zMi0zMjk7MTk2LTE0LTEyLTMyLTIzNDsxMDAtMTMtMjc2LTcyLTU4fDA=
1214,初級4,昼戦,23,MXwxMDYtOS0xMi0zMi0yMzQ7MjAxNzgtOC0yMTQtNzItMTI7MTgxLTctMTItMzItMjM0OzIwMTM2LTE0LTIzNC03Mi0xMjsyODctMTMtMTItMzItMjM0fDA=
1214,初級4,昼戦,24,MXwyMDEzMS05LTQwLTcyLTMwMzsxMDM5LTgtNC0zMi0zMzA7MTI5LTctOC0zMi0yMzQ7MzkxLTE0LTIzNC03Mi0xMjsxMDI5LTEzLTEyLTMyLTIzNHww
1214,初級4,昼戦,25,MXwxMTktOS04LTMyLTIzNDsxMzAtOC04LTMyLTIzNDsyNDgtNy0yNDYtNzItNDA7Mzg0LTE0LTQwLTcyLTEyOzIwMDI5LTEzLTIzNC03Mi0xMnww
1214,初級4,昼戦,26,MXwxNjktOS0yMzQtNzItMTI7MTkzLTgtMTItMzItMjM0OzM3MC03LTIyNC03Mi01ODs5OS0xNC0yMjQtNzItNTg7MzMxLTEzLTMwNS03Mi00MHww
1214,初級4,昼戦,27,MXwzODMtOS0yMjQtNzItNTg7Mjg4LTgtOC0zMi0yMzQ7Mzc5LTctMjI0LTcyLTU4OzIwMDIxLTE0LTIzNC0yNzItMTI7MjY5LTEzLTMwNS03Mi00MHww
1214,初級4,昼戦,28,MXwzMzItOS0zMDUtNzItNDA7MjAyLTgtMzA1LTcyLTQwOzE3NS03LTgtMzItMjM0OzI0NS0xNC0yMzQtNzItMjc3OzE0LTEzLTIyNC0xOTUtNDB8MA==
1214,初級4,昼戦,29,MXwzNTQtOS0yMjQtNzItNTg7MTY4LTgtMjI0LTcyLTU4OzMtNy0xNjQtNzItNDA7MTUtMTQtMjQ1LTcyLTU4OzM0OS0xMy04LTMyLTIzNHww
1214,初級4,昼戦,30,MXwzNDYtOS0zMDUtNzItNDA7MzU4LTgtMjI0LTcyLTU4OzI5Ny03LTEyLTMyLTIzNDsxMS0xNC0yOTEtNzItNTg7OTgtMTMtMzA1LTcyLTQwfDA=
1214,初級4,昼戦,31,MXwxMTMtOS0xOTQtNzItNTg7MjQ0LTgtMjI0LTcyLTQwOzM0My03LTgtMzItMjM0OzEwMjMtMTQtMjM0LTcyLTEyOzMzMC0xMy04LTMyLTIzNHww
1214,初級4,昼戦,32,MXwzNDQtOS04LTMyLTIzNDsxNDAtOC0yMjQtNzItNTg7MjI3LTctOC0zMi0yMzQ7NjktMTQtOC0zMi0yMzQ7MTAzMC0xMy0yNTMtNzItMTJ8MA==
1214,初級4,昼戦,33,MXwxMzUtOS0yMzQtNzItMjQ5OzM3My04LTgtMzItMjM0OzIzMi03LTIyNC03Mi01ODszODItMTQtOC0zMi0yMzQ7MjA3LTEzLTEyLTMyLTIzNHww
1214,初級4,昼戦,34,MXwyNTktOS0yMzQtNzItMTI7NTgtOC04My0zMi0yMzQ7MTY3LTctMjI0LTcyLTU4OzEzMi0xNC0yMjQtNzItNTg7MzA5LTEzLTMwNS03Mi00MHww
1214,初級4,昼戦,35,MXwxNi05LTIzNi03Mi0xMjszNDEtOC0yMzQtNzItMTI7MjAwMzEtNy0yMzQtNzItMTI7MzIyLTE0LTIyNC03Mi01ODsyNzctMTMtMjI0LTcyLTU4fDA=
1214,初級4,昼戦,36,MXwyMjMtOS0xMi0zMi00MDE7MjEwLTgtMzA1LTcyLTQwOzIzNy03LTgtMzItMjM0OzMxMS0xNC0yMzQtNzItMTI7Mzk0LTEzLTgtMzItMjM0fDA=
1214,初級4,昼戦,37,MXwzMTUtOS0yMzQtNzItMTI7MTg2LTgtMjI0LTcyLTU4OzM1OS03LTIzNC03Mi0xMjszODUtMTQtMzA1LTMyLTIzNDsyNjUtMTMtOC0zMi0yMzR8MA==
1214,初級4,昼戦,38,MXwxMzktOS0zNDQtNzItNDA7MTQxLTgtMjI0LTcyLTU4OzEwNS03LTgtMTczLTIzNDsyNzktMTQtOC0zMi0yMzQ7MTAxOS0xMy0yMzQtMTQ2LTEyfDA=
1214,初級4,昼戦,39,MXwxMzQtOS0xMi0zMi0zNjM7MzM1LTgtMzA1LTMyLTIzNDsyMzQtNy0yMzQtNzItMTI7NzAtMTQtMTItMzItMjM0OzIwMDk0LTEzLTIzNC03Mi0xMnww
1214,初級4,昼戦,40,MXwyMDA1MC05LTI5OC0xNjAtOTA7MjAzLTgtMjUwLTcyLTEyOzIwLTctMjM0LTcyLTEyOzI1MS0xNC0yMzQtNzItMTI7MTAyOC0xMy0yMzQtNzItMTJ8MA==
1214,初級4,昼戦,41,MXwyOTgtOS04LTMyLTIzNDsyOC04LTIzNC03Mi0xMjsxMjAtNy04LTMyLTIzNDs2OC0xNC0xMi0zMi0zNzc7MTA4LTEzLTgtMzItMjM0fDA=
1214,初級4,昼戦,42,MXwzMTQtOS0xMi0zMi0yMzQ7OS04LTI2Ny03Mi00MDsxNzAtNy0xMi0zMi0yMzQ7MjU4LTE0LTEyLTMyLTIzNDs1OS0xMy0yMzQtNzItMTJ8MA==
1214,初級4,昼戦,43,MXwyMjQtOS0yMzQtNzItMTI7MTA3LTgtOC0zMi0yMzQ7MTAzNi03LTIzNC03Mi0xMjs5MC0xNC0yMjQtNzItNTg7MTMzLTEzLTEyLTMyLTIzNHww
1214,初級4,昼戦,44,MXwxNzctOS0yMzQtNzItMTI7MjAwOTMtOC0yMzQtNzItMTI7MjAwNDYtNy0yMC0xMDUtMjk3OzIxOC0xNC0yMzQtMjgwLTEyOzMyOC0xMy0yMzQtNzItMTJ8MA==
1214,初級4,昼戦,45,MXwyMDA4OC05LTM2OS0yMjQtMTA3OzMzMy04LTIzNC03Mi0xMjsyOTUtNy0yMzQtNzItMTI7MzM2LTE0LTIzNC03Mi0xMjsyMDAzOS0xMy0zMzctMTExLTg2fDA=
1214,初級4,昼戦,46,MXwyODYtOS0yMzQtNzItMTI7MjMtOC0yMzQtNzItMTI7MzU1LTctMjM0LTcyLTEyOzM2NC0xNC0yMzQtNzItMTI7MzYzLTEzLTIzNC03Mi0xMnww
1214,初級4,昼戦,47,MXwyNy05LTIzNC0xODEtMTI7MTAyLTgtMjM0LTcyLTEyOzEzNy03LTIzNC03Mi0xMjsyODAtMTQtMjM0LTcyLTEyOzE1MC0xMy0yMzQtNzItMTJ8MA==
1214,初級4,昼戦,48,MXw3NC05LTEyLTMyLTIzNDszOTItOC0yMzQtNzItMTI7MzAxLTctMjM0LTcyLTEyOzM4MC0xNC0yMzQtNzItMTI7MjAxMjUtMTMtMjM5LTEzMi02OHww
1214,初級4,昼戦,49,MXwxMTYtOS0yMzQtMzc4LTEyOzMyNy04LTIzNC03Mi0xMjsxNDQtNy0yMzQtNzItMTI7MjA5LTE0LTIzNC03Mi0xMjsxOC0xMy0yMzQtNzItMTJ8MA==
1214,初級4,昼戦,50,MXwyMjUtOS0yMzQtNzItMTI7MTkxLTgtMjM0LTcyLTEyOzE3LTctNDAtNzItMTU0OzE5LTE0LTIzNC03Mi0xMjsxNzYtMTMtMjM0LTcyLTEyfDA=
1214,初級4,昼戦,51,MXwyOTEtOS0yMzQtNzItMTI7MjY3LTgtMjM0LTcyLTEyOzI0LTctMjM0LTcyLTI0NDsyMi0xNC0yMzQtNzItMTI7OTItMTMtMjM0LTcyLTEyfDA=
1214,初級4,昼戦,52,MXwyMDA1My05LTE3MC00LTM3MTsyMDA4MS04LTIyOS0xMzEtMzg1OzMzLTctMjM0LTcyLTEyOzIwMjU2LTE0LTM4Mi00LTkwOzIwMjgyLTEzLTMzNi03Ni0zMDV8MA==
1214,初級4,昼戦,53,MXwyMDA5NS05LTIyMS0xNTgtMzY1OzI1LTgtMjM0LTcyLTEyOzIwMjAwLTctMjQxLTQtOTA7MjYxLTE0LTIwLTMwMC05MDsyMDA4MC0xMy0zNjYtMjIwLTY4fDA=
1214,初級4,昼戦,54,MXwyMDI1Mi05LTE3OC00LTkwOzIwMTI0LTgtMjAtMTkxLTkwOzMxMi03LTIwLTQtMzU0OzIwMDM3LTE0LTIwLTEyOS05MDsyMDA3NS0xMy0zNDAtMTEyLTYxfDA=
1214,初級4,昼戦,55,MXwyMDIzMC05LTIwLTI4Ny05MDszMTYtOC0yMC00LTkwOzM2LTctNTktNC05MDszNzQtMTQtMjI5LTIyNC02ODsyMDE2MS0xMy0xOTMtMzcyLTMwNXww
1214,初級4,昼戦,56,MXwyNjYtOS0yMC00LTkwOzI5Ni04LTMzOS00LTkwOzEwMzEtNy0yMC00LTI1NDszNzctMTQtMzE4LTQtOTA7MTAyNC0xMy0yMC00LTE4M3ww
1214,初級4,昼戦,57,MXwyMDA0NC05LTIwLTQtMTE1OzQ4LTgtMjAtMjE3LTkwOzE3My03LTIyOS0zMTYtNjg7MzA3LTE0LTMyMS0yMjQtNjg7MjMxLTEzLTIwLTI4My05MHww
1214,初級4,昼戦,58,MXwzMTctOS0yMC00LTI1OTsyMjItOC0yMC0yNDctOTA7MjAxOTktNy0yMjktMjI0LTY4OzI1My0xNC0yMjktMjI0LTY4Ozc5LTEzLTIyOS0yMjQtMjU2fDA=
1214,初級4,昼戦,59,MXwyMDIwMS05LTI2Mi00LTkwOzMyOS04LTIwLTQtOTA7NzctNy0yMjktMjI0LTQwMDsyMDA4OS0xNC0yMjktMTIzLTY4OzIwNC0xMy0yMC00LTkwfDA=
1214,初級4,昼戦,60,MXwyMjYtOS0yMC00LTkwOzEwMzctOC0yMC0zMjUtOTA7MjAwNTEtNy0yMC0xMDQtOTA7MTUxLTE0LTM0Ny04MC0zMDU7MjYzLTEzLTIyOS0yMjQtNjh8MA==
1214,初級4,昼戦,61,MXwyOTItOS0yMjktMjI0LTY4OzEwMjEtOC0yMjktMjI0LTE0OTsyMDE1OS03LTI0MC04MC0zMDU7MzQ4LTE0LTIwLTQtOTA7MjU3LTEzLTIwLTQtOTB8MA==
1214,初級4,昼戦,62,MXwzODYtOS0yMjktMjI0LTY4OzIwMDQ5LTgtMjEyLTQtOTA7MTg1LTctMjI5LTIyNC05NDsxOTgtMTQtMjAtNC05MDsyMDgtMTMtMjI5LTIyNC02OHww
1214,初級4,昼戦,63,MXwyNDctOS0yMC00LTkwOzE3OS04LTIwLTQtNDA1OzIzOC03LTIyOS0yMjQtNjg7MTAyMC0xNC0yMC00LTE0ODszMjQtMTMtMjkzLTgwLTMwNXww
1214,初級4,昼戦,64,MXwzODEtOS0yMC00LTkwOzEwMzMtOC0yMjktMjUyLTY4OzEwNDQtNy0yMjktMjI0LTY4OzE0OC0xNC0yMC00LTkwOzE2My0xMy00NC0xNzQtMzA1fDA=
1214,初級4,昼戦,65,MXwyNTQtOS0zNDEtMjI0LTY4OzM5Ni04LTIyOS0yMjQtNjg7NDMtNy0yNDItNC05MDsxMDktMTQtMjI5LTIyNC02ODsxMTItMTMtMjI5LTIyNC02OHww
1214,初級4,昼戦,66,MXwyMDE1Mi05LTQ0LTIwNi0zMDU7MzM5LTgtMjI5LTIyNC02ODsxMjgtNy0yMC00LTkwOzMyMy0xNC00NC03Ni0zMDU7ODItMTMtMjI5LTI1Ny02OHww
1214,初級4,昼戦,67,MXwxMDQwLTktMjI5LTMyNi02ODsyNzAtOC0yMTEtNC05MDsxMDM0LTctNDQtNzYtMjUxOzE5Mi0xNC0yMC00LTkwOzIxMS0xMy0yMC00LTkwfDA=
1214,初級4,昼戦,68,MXwzOTUtOS0yMjktMjI0LTY4OzM0NS04LTIyOS0yMjQtNjg7MzcxLTctMjAtNC05MDszODgtMTQtMjAtNC05MDszODktMTMtMjAtNC05MHww
1214,初級4,昼戦,69,MXwxOTctOS0yMC00LTkwOzQyLTgtMjAtNC0xMDg7MTQ2LTctMjAtNC05MDszMzQtMTQtMjAtNC05MDsxNDUtMTMtMjAtMjA4LTkwfDA=
1214,初級4,昼戦,70,MXwxODgtOS00NC03Ni0zMDU7Mjc1LTgtMjI5LTIyNC02ODszMDUtNy0yMC00LTkwOzM0LTE0LTIwLTI3OS05MDsxMTctMTMtMjAtNC05MHww
1214,初級4,昼戦,71,MXwxNDktOS0yMjktMjI0LTY4Ozg2LTgtMjI5LTI5MC02ODsyNzMtNy0yMC00LTkwOzM2Mi0xNC0yMjktMjI0LTY4OzIwMTU0LTEzLTQ0LTgwLTMwNXww
1214,初級4,昼戦,72,MXwyNDAtOS0yMjktMjI0LTY4OzI3Ni04LTIyOS0yMjQtNjg7MTg0LTctMjAtNC05MDsxNjQtMTQtNDQtODAtMzA1OzE4MC0xMy0yNTgtNC05MHww
1214,初級4,昼戦,73,MXwzMzctOS0yMC00LTkwOzQ3LTgtMjAtMzAxLTkwOzM4Ny03LTQ0LTc2LTMwNTszOTgtMTQtNDQtODAtMzA1OzEwMjYtMTMtMjI5LTE4NS02OHww
1214,初級4,昼戦,74,MXw1Mi05LTIwLTE1My05MDsyMjktOC00NC04MC0zMDU7MjM1LTctMjAtNC05MDsxMDQxLTE0LTMzMS04MC0zMDU7MjY0LTEzLTIyOS0yMjQtNjh8MA==
1214,初級4,昼戦,75,MXwzMTktOS0yMjktMjI0LTY4OzI0OS04LTIyOS0yMjQtNjg7MzYwLTctMjAtNC05MDsxOTUtMTQtMjI5LTIyNC02ODsxMjEtMTMtMjI5LTIyNC02OHww
1214,初級4,昼戦,76,MXwzNTEtOS00NC04MC0zMDU7MTYwLTgtNDQtODAtMzA1OzEwMjItNy0xNDUtODAtMzA1Ozg0LTE0LTIyOS0yMjQtMTYyOzE1Ny0xMy00NC04MC0zMDV8MA==
1214,初級4,昼戦,77,MXwxMTAtOS0yMjktMTUwLTY4OzM5Ny04LTQ0LTgwLTMwNTsxMDAyLTctNDQtODAtMzA1Ozc4LTE0LTIyOS0yMjQtNjg7MjcxLTEzLTIyOS0yMjQtNjh8MA==
1214,初級4,昼戦,78,MXwyODEtOS00NC04MC0zMDU7ODUtOC0yMjktMjI0LTY4OzMwMC03LTIyOS0yMjQtNjg7MzUwLTE0LTQ0LTgwLTMwNTszNjYtMTMtNDQtODAtMzA1fDA=
1214,初級4,昼戦,79,MXwyNjgtOS0yMC00LTkwOzQwMi04LTIwLTQtOTA7MTExLTctMzYyLTIyNC02ODsxNjUtMTQtNDQtODAtMzA1Ozg3LTEzLTIyOS0zMjQtNjh8MA==
1214,初級4,昼戦,80,MXwzNS05LTIwLTM0NS05MDszOC04LTIwLTE3Mi05MDszNTItNy00NC04MC0zMDU7MzIwLTE0LTIwLTQtOTA7Mjg0LTEzLTIwLTQtOTB8MA==
1214,初級4,昼戦,81,MXwyMTctOS0yMC00LTkwOzI1NS04LTIwLTQtOTA7MTU2LTctNDQtNzYtMzA1OzMyNi0xNC00NC04MC0zMDU7MTUzLTEzLTQ0LTgwLTMwNXww
1214,初級4,昼戦,82,MXwxNTUtOS00NC04MC0zMDU7MTc0LTgtMzIyLTQtOTA7MTYyLTctNDQtODAtMzA1OzEwMjUtMTQtNDQtMTg2LTMwNTsxNTgtMTMtNDQtODAtMzA1fDA=
1214,初級4,昼戦,83,MXwxODktOS00NC04MC0zMDU7MzY3LTgtNDQtODAtMzA1OzMwMi03LTQ0LTgwLTMwNTszNjgtMTQtNDQtNzYtMzA1OzMwOC0xMy0yMC00LTkwfDA=
1214,初級4,昼戦,84,MXwyODMtOS00NC04MC0zMDU7MzI1LTgtNDQtODAtMzA1OzI0MS03LTIwLTQtOTA7Mjk5LTE0LTQ0LTgwLTMwNTsxNDctMTMtMjAtNC05MHww
1214,初級4,昼戦,85,MXwyNzgtOS00NC04MC0zMDU7MTkwLTgtNDQtODAtMzA1OzMyMS03LTQ0LTgwLTMwNTs0MC0xNC0yODEtNC05MDszNTMtMTMtNDQtODAtMzA1fDA=
1214,初級4,昼戦,86,MXwxODItOS0yMC00LTkwOzQxLTgtMjAtNC05MHww
1218,初級8,昼戦,1,MXwxMzgtOS0xMi0zNjEtMjM0OzIwMjA2LTgtNC0zMi00MTI7MjAwNTUtNy00LTMyLTk5OzIwMDg4LTE0LTM2OS0yMjQtMTA3OzIwMTI1LTEzLTIzOS0xMzItNjh8MA==
1218,初級8,昼戦,2,MXwyMDEyMi05LTQtMzItMTkwOzIwMjkzLTgtNC0zMi0yNzU7MjAwNjUtNy0xMDYtMzU2LTE1OTsyMDIwNS0xNC0yNzQtMzItMjM0OzYyLTEzLTQtMzItMTI3fDA=
1218,初級8,昼戦,3,MXw3OS05LTIyOS0yMjQtMjU2OzM2MS04LTEyLTMyLTIzNDsyMDA4MS03LTIyOS0xMzEtMzg1OzIwMDY2LTE0LTgzLTM2OC0yOTk7MjAwNTctMTMtMTAwLTMzOC02MHww
1218,初級8,昼戦,4,MXwyMDA1Ni05LTQtMTI2LTMyOzIwMDY0LTgtMTMwLTMyLTM5MDsyMDI2Mi03LTQtMzItMzgzOzIwMjE2LTE0LTI3My0zMi0yMzQ7MjAwNjAtMTMtNC0xMzUtMzYwfDA=
1218,初級8,昼戦,5,MXwyMDA4MC05LTM2Ni0yMjAtNjg7MjAxNzEtOC0yNjEtMzItMjM0OzM4Mi03LTEyLTMyLTIzNDs4NS0xNC0yMjktMjI0LTY4OzIwMDc1LTEzLTM0MC0xMTItNjF8MA==
1218,初級8,昼戦,6,MXwxMDQzLTktNC0zMi0zODg7Mzc0LTgtMjI5LTIyNC02ODs1NC03LTMyLTQ0LTkxOzE3My0xNC0yMjktMzE2LTY4OzMwNy0xMy0zMjEtMjI0LTY4fDA=
1218,初級8,昼戦,7,MXwzOTMtOS0xMi0zMi0yMzQ7MjAxOTktOC0yMjktMjI0LTY4OzI1My03LTIyOS0yMjQtNjg7MjQzLTE0LTI4Mi0zMi0yMzQ7Mzc4LTEzLTEyLTMxNy0yMzR8MA==
1218,初級8,昼戦,8,MXwyMDA2My05LTEyNC0zMi0zNzQ7MzU2LTgtOC0zMi0yMzQ7MTE4LTctNC0zMi0yNDg7MTAyNy0xNC00LTMyLTE4NDsxMDMyLTEzLTgtMzItMjU1fDA=
1218,初級8,昼戦,9,MXw3My05LTI5NS0zMi0yMzQ7MzE4LTgtOC0zMi0yMzQ7NzctNy0yMjktMjI0LTQwMDsyMDA4OS0xNC0yMjktMTIzLTY4OzIwMDYxLTEzLTEyLTEzNi0yMzR8MA==
1218,初級8,昼戦,10,MXwxMDIxLTktMjI5LTIyNC0xNDk7MjYzLTgtMjI5LTIyNC02ODsyOTItNy0yMjktMjI0LTY4OzMwNi0xNC04LTMyLTIzNDszMTMtMTMtOC0zMi0yMzR8MA==
1218,初級8,昼戦,11,MXwzODYtOS0yMjktMjI0LTY4OzI3NC04LTI5NC0zMi0zMDk7MzM4LTctOC0zMi0yMzQ7MjE0LTE0LTgtMzE5LTIzNDsxODUtMTMtMjI5LTIyNC05NHww
1218,初級8,昼戦,12,MXwyODktOS04LTMyLTIzNDsyOTAtOC0xMi0zMi0yMzQ7MjA4LTctMjI5LTIyNC02ODszNjUtMTQtOC0zMi0yMzQ7MzQyLTEzLTgtMzItMjM0fDA=
1218,初級8,昼戦,13,MXwyMzgtOS0yMjktMjI0LTY4OzEwNDQtOC0yMjktMjI0LTY4OzcyLTctNC0zMi0xNjU7MjM2LTE0LTgtMzItMjM0OzEwMzMtMTMtMjI5LTI1Mi02OHww
1218,初級8,昼戦,14,MXwyNTQtOS0zNDEtMjI0LTY4OzM5Ni04LTIyOS0yMjQtNjg7MTEyLTctMjI5LTIyNC02ODsxMDktMTQtMjI5LTIyNC02ODszMzktMTMtMjI5LTIyNC02OHww
1218,初級8,昼戦,15,MXwyMTUtOS0xMi0zMi0yMzQ7MjAwNzEtOC0xMi0zMi0yMzQ7MzcyLTctOC0zMi0yMzQ7ODItMTQtMjI5LTI1Ny02ODsxMDQwLTEzLTIyOS0zMjYtNjh8MA==
1218,初級8,昼戦,16,MXwxNzItOS0xNjktMzItMjM0OzE5NC04LTgtMzItMjM0OzM5NS03LTIyOS0yMjQtNjg7MTg3LTE0LTI4OC0zMi0yMzQ7MzQ1LTEzLTIyOS0yMjQtNjh8MA==
1218,初級8,昼戦,17,MXwzOTAtOS0xMi0zMi0yMzQ7MzQwLTgtMTItMzItMjM0OzEwMzgtNy0xMi0zMi0zMjk7MTk2LTE0LTEyLTMyLTIzNDsxMDYtMTMtMTItMzItMjM0fDA=
1218,初級8,昼戦,18,MXwxODEtOS0xMi0zMi0yMzQ7Mjc1LTgtMjI5LTIyNC02ODsyODctNy0xMi0zMi0yMzQ7MTAzOS0xNC00LTMyLTMzMDsxMjktMTMtMTItMzItMjM0fDA=
1218,初級8,昼戦,19,MXwxNDktOS0yMjktMjI0LTY4OzEzMC04LTEyLTMyLTIzNDsxMDI5LTctMTItMzItMjM0Ozg2LTE0LTIyOS0yOTAtNjg7MTE5LTEzLTgtMzItMjM0fDA=
1218,初級8,昼戦,20,MXwzNjItOS0yMjktMjI0LTY4OzE5My04LTEyLTMyLTIzNDsyNDAtNy0yMjktMjI0LTY4OzI3Ni0xNC0yMjktMjI0LTY4OzI4OC0xMy04LTMyLTIzNHww
1218,初級8,昼戦,21,MXwxMDI2LTktMjI5LTE4NS02ODsxNzUtOC04LTMyLTIzNDszMTktNy0yMjktMjI0LTY4OzI2NC0xNC0yMjktMjI0LTY4OzI0OS0xMy0yMjktMjI0LTY4fDA=
1218,初級8,昼戦,22,MXwxOTUtOS0yMjktMjI0LTY4OzM0OS04LTgtMzItMjM0OzEyMS03LTIyOS0yMjQtNjg7Mjk3LTE0LTEyLTMyLTIzNDszNDMtMTMtOC0zMi0yMzR8MA==
1218,初級8,昼戦,23,MXw4NC05LTIyOS0yMjQtMTYyOzMzMC04LTgtMzItMjM0OzExMC03LTIyOS0xNTAtNjg7MzQ0LTE0LTgtMzItMjM0OzIyNy0xMy04LTMyLTIzNHww
1218,初級8,昼戦,24,MXwyNzEtOS0yMjktMjI0LTY4OzY5LTgtOC0zMi0yMzQ7NzgtNy0yMjktMjI0LTY4OzM3My0xNC04LTMyLTIzNDsyMDctMTMtMTItMzItMjM0fDA=
