地区ID,地区名,戦闘形式,人形ID,種類,人形,レベル,改造,リンク数,最大HP,会心率,会心ダメージ,破甲,火力,命中,回避,射速,防御,弾薬数,修復,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測 (1-Fairy),ダメージ予測 (2-Fairy),ダメージ予測 (3-Fairy),ダメージ予測 (4-Fairy),順位
1214,初級4,昼戦,20065,AR,416 Mod,120,3,5,620,45%,160%,15,117,73,75,79,0,0,10,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7780,680,816,953,1089,11
1214,初級4,昼戦,20205,AR,AN-94 Mod,120,3,5,595,68%,125%,15,104,81,58,105,0,0,10,200,1,10,10,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),7698,673,808,943,1077,12
1214,初級4,昼戦,183,HG,コンテンダー,100,0,5,330,70%,150%,195,49,110,107,44,0,0,16,100,0,10,0,レッドサイト (5-Star),徹甲弾 (5-Star),X外骨格 (5-Star),4889,672,806,941,1075,13
1214,初級4,昼戦,20114,HG,ウェルロッドMkⅡ Mod,120,3,5,410,40%,150%,8,48,79,136,52,5,0,20,100,0,10,10,SFライト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4868,669,803,937,1070,14
1214,初級4,昼戦,20310,HG,Rex Zero 1 Mod,120,3,5,375,50%,150%,8,55,91,121,61,5,0,21,200,1,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4813,661,794,926,1058,15
1214,初級4,昼戦,20233,HG,Px4 ストーム Mod,120,3,5,380,40%,150%,8,53,78,173,56,0,0,21,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4783,657,789,920,1052,16
1214,初級4,昼戦,20221,HG,GSh-18 Mod,120,3,5,370,50%,150%,50,55,81,124,61,0,0,21,200,1,10,10,レッドサイト (5-Star),専用装備 (5-Star),X外骨格 (5-Star),4759,654,785,916,1046,17
1214,初級4,昼戦,20008,HG,マカロフ Mod,120,3,5,340,40%,150%,15,48,74,185,62,0,0,19,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),4755,653,784,915,1046,18
1214,初級4,昼戦,20122,AR,Gr G11 Mod,120,3,5,620,68%,175%,15,91,61,47,97,0,0,10,100,0,10,10,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),7465,653,783,914,1045,19
1214,初級4,昼戦,20097,HG,M950A Mod,120,3,5,400,40%,150%,8,50,57,146,72,0,0,21,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4749,652,783,914,1044,20
1214,初級4,昼戦,20065,AR,416 Mod,120,3,5,620,45%,160%,15,111,68,70,79,0,0,10,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7391,646,776,905,1034,21
1214,初級4,昼戦,20293,AR,AK-15 Mod,120,3,5,595,68%,170%,15,107,57,77,78,0,0,10,100,0,10,10,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),7381,645,775,904,1033,22
1214,初級4,昼戦,20066,AR,56-1式 Mod,120,3,5,735,68%,184%,15,105,49,49,81,0,0,12,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7359,643,772,901,1030,23
1214,初級4,昼戦,20057,AR,ST AR-15 Mod,120,3,5,540,75%,180%,15,108,74,60,73,0,0,9,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7351,643,771,900,1029,24
1214,初級4,昼戦,20228,SMG,一〇〇式 Mod,120,3,5,1155,25%,150%,15,35,44,155,79,0,0,40,200,1,10,10,T外骨格 (5-Star),専用装備 (5-Star),専用装備 (5-Star),8497,637,764,892,1019,25
1214,初級4,昼戦,20012,HG,C96 Mod,120,3,5,425,45%,150%,8,52,60,138,64,0,0,24,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4616,634,761,888,1015,26
1214,初級4,昼戦,20205,AR,AN-94 Mod,120,3,5,595,68%,125%,15,98,74,53,105,0,0,10,100,0,10,10,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),7230,632,759,885,1012,27
1214,初級4,昼戦,138,AR,6P62,100,0,5,605,20%,100%,215,111,71,37,78,0,0,9,150,1,10,0,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),7188,628,754,880,1006,28
1214,初級4,昼戦,20310,HG,Rex Zero 1 Mod,120,3,5,375,50%,150%,8,51,85,113,61,5,0,21,100,0,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4560,627,752,877,1003,29
1214,初級4,昼戦,20056,AR,M4 SOPMOD II Mod,120,3,5,565,78%,150%,15,115,73,53,77,0,0,9,200,1,10,10,オプティカル (5-Star),専用装備 (5-Star),高速弾 (5-Star),7155,626,751,876,1001,30
1214,初級4,昼戦,20008,HG,マカロフ Mod,120,3,5,340,40%,150%,15,45,68,175,62,0,0,19,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),4539,624,748,873,998,31
1214,初級4,昼戦,20010,HG,PPK Mod,120,3,5,340,50%,150%,8,48,72,175,64,0,0,19,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4535,623,748,872,997,32
1214,初級4,昼戦,20007,HG,スチェッキン Mod,120,3,5,425,70%,150%,8,52,79,100,66,0,0,24,200,1,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4529,622,747,871,996,33
1214,初級4,昼戦,20221,HG,GSh-18 Mod,120,3,5,370,50%,150%,50,51,76,115,61,0,0,21,100,0,10,10,レッドサイト (5-Star),専用装備 (5-Star),X外骨格 (5-Star),4512,620,744,868,992,34
1214,初級4,昼戦,347,SMG,SR2,100,0,5,1040,5%,100%,195,50,46,72,116,0,0,28,150,1,10,0,チップ (5-Star),徹甲弾 (5-Star),ドットサイト (5-Star),8243,618,741,865,989,35
1214,初級4,昼戦,20064,AR,Gr G36 Mod,120,3,5,650,68%,150%,15,104,74,72,76,0,0,11,200,1,10,10,専用装備 (5-Star),高速弾 (5-Star),専用装備 (5-Star),7043,616,739,862,986,36
1214,初級4,昼戦,6,HG,トカレフ,100,0,5,430,20%,150%,8,49,52,116,52,0,0,23,150,1,10,0,SFライト (5-Star),専用装備 (5-Star),T外骨格 (5-Star),3733,615,739,862,985,37
1214,初級4,昼戦,138,AR,6P62,100,0,5,605,20%,100%,215,108,69,35,78,0,0,9,100,0,10,0,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),7030,615,738,861,984,38
1214,初級4,昼戦,20127,SMG,79式 Mod,120,3,5,995,5%,165%,15,68,49,143,88,0,0,29,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),ドットサイト (5-Star),8173,612,735,858,980,39
1214,初級4,昼戦,20212,HG,K5 Mod,120,3,5,375,70%,150%,8,42,84,147,63,0,0,21,200,1,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4455,612,735,857,980,40
1214,初級4,昼戦,20262,AR,EM-2 Mod,120,3,5,610,68%,180%,15,103,74,58,71,0,0,10,200,1,10,10,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6978,610,732,854,976,41
1214,初級4,昼戦,20216,AR,XM8 Mod,120,3,5,555,20%,100%,15,110,89,56,102,0,0,9,200,1,10,10,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6954,608,730,851,973,42
1214,初級4,昼戦,20057,AR,ST AR-15 Mod,120,3,5,540,75%,180%,15,103,68,55,73,0,0,9,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),6957,608,730,852,973,43
1214,初級4,昼戦,20228,SMG,一〇〇式 Mod,120,3,5,1155,25%,150%,15,31,42,147,79,0,0,40,100,0,10,10,T外骨格 (5-Star),専用装備 (5-Star),専用装備 (5-Star),8103,607,729,850,972,44
1214,初級4,昼戦,20012,HG,C96 Mod,120,3,5,425,45%,150%,8,49,55,131,64,0,0,24,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4406,605,726,848,969,45
1214,初級4,昼戦,20060,AR,AS Val Mod,120,3,5,680,68%,200%,15,89,59,59,75,0,0,11,200,1,10,10,オプティカル (5-Star),専用装備 (5-Star),専用装備 (5-Star),6914,604,725,846,967,46
1214,初級4,昼戦,213,SMG,C-MS,100,0,5,925,5%,100%,195,51,47,83,111,0,0,25,150,1,10,0,チップ (5-Star),徹甲弾 (5-Star),ドットサイト (5-Star),8061,604,725,846,967,47
1214,初級4,昼戦,20171,AR,リベロール Mod,120,3,5,595,20%,100%,15,121,86,49,93,0,0,10,200,1,10,10,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6904,604,724,845,966,48
1214,初級4,昼戦,347,SMG,SR2,100,0,5,1040,5%,100%,195,48,45,69,116,0,0,28,100,0,10,0,チップ (5-Star),徹甲弾 (5-Star),ドットサイト (5-Star),8048,603,724,845,965,49
1214,初級4,昼戦,20066,AR,56-1式 Mod,120,3,5,735,68%,184%,15,99,45,45,81,0,0,12,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),6896,603,724,844,965,50
1214,初級4,昼戦,6,HG,トカレフ,100,0,5,430,20%,150%,8,47,50,113,52,0,0,23,100,0,10,0,SFライト (5-Star),専用装備 (5-Star),T外骨格 (5-Star),3643,601,721,841,961,51
1214,初級4,昼戦,20220,HG,MP-443 Mod,120,3,5,390,50%,150%,8,56,85,116,60,0,0,22,200,1,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4362,599,719,839,959,52
1214,初級4,昼戦,20115,SMG,スオミ Mod,120,3,5,1130,25%,150%,15,31,44,141,94,0,0,36,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),サイレンサー (5-Star),7961,597,716,835,955,53
1214,初級4,昼戦,20056,AR,M4 SOPMOD II Mod,120,3,5,565,78%,150%,15,110,68,49,77,0,0,9,100,0,10,10,オプティカル (5-Star),専用装備 (5-Star),高速弾 (5-Star),6809,595,714,834,953,54
1214,初級4,昼戦,260,HG,PA-15,100,0,5,350,50%,150%,8,59,92,124,64,0,0,18,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4330,595,714,833,952,55
1214,初級4,昼戦,20001,HG,コルトSAA Mod,120,3,5,415,40%,150%,8,55,59,137,50,0,0,25,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4323,594,713,832,951,56
1214,初級4,昼戦,20007,HG,スチェッキン Mod,120,3,5,425,70%,150%,8,49,74,93,66,0,0,24,100,0,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4310,592,711,829,948,57
1214,初級4,昼戦,20010,HG,PPK Mod,120,3,5,340,50%,150%,8,45,66,165,64,0,0,19,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4312,592,711,830,948,58
1214,初級4,昼戦,123,HG,P99,100,0,5,300,40%,150%,8,50,62,138,61,0,0,16,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3580,590,708,826,945,59
1214,初級4,昼戦,213,SMG,C-MS,100,0,5,925,5%,100%,195,49,46,79,111,0,0,25,100,0,10,0,チップ (5-Star),徹甲弾 (5-Star),ドットサイト (5-Star),7854,589,706,824,942,60
1214,初級4,昼戦,20064,AR,Gr G36 Mod,120,3,5,650,68%,150%,15,99,69,68,76,0,0,11,100,0,10,10,専用装備 (5-Star),高速弾 (5-Star),専用装備 (5-Star),6710,587,704,821,939,61
1214,初級4,昼戦,239,AR,03式,100,0,5,580,20%,115%,15,92,82,43,95,0,0,9,150,1,10,0,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),5561,583,700,817,934,62
1214,初級4,昼戦,20127,SMG,79式 Mod,120,3,5,995,5%,165%,15,64,47,134,88,0,0,29,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),ドットサイト (5-Star),7773,582,699,816,932,63
1214,初級4,昼戦,20212,HG,K5 Mod,120,3,5,375,70%,150%,8,39,78,138,63,0,0,21,100,0,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4232,581,698,814,931,64
1214,初級4,昼戦,401,SMG,P50,100,0,5,950,5%,100%,8,60,45,92,116,0,0,26,150,1,10,0,チップ (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),6465,581,698,814,930,65
1214,初級4,昼戦,1043,AR,江崎プリン,100,0,5,550,78%,185%,15,97,53,58,77,0,0,8,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6644,581,697,813,930,66
1214,初級4,昼戦,260,HG,PA-15,100,0,5,350,50%,150%,8,57,89,120,64,0,0,18,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4212,579,694,810,926,67
1214,初級4,昼戦,20013,HG,92式 Mod,120,3,5,375,50%,150%,8,52,80,118,61,0,0,21,200,1,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4202,577,693,808,924,68
1214,初級4,昼戦,20216,AR,XM8 Mod,120,3,5,555,20%,100%,15,104,84,51,102,0,0,9,100,0,10,10,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6583,576,691,806,921,69
1214,初級4,昼戦,54,AR,M16A1,100,0,5,605,20%,150%,15,72,31,57,65,31,0,9,150,1,10,0,高速弾 (5-Star),防弾ベスト (5-Star),専用装備 (5-Star),6564,574,689,804,918,70
1214,初級4,昼戦,1042,HG,草薙素子,100,0,5,350,50%,150%,8,45,93,157,62,0,1,18,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4176,574,689,803,918,71
1214,初級4,昼戦,20171,AR,リベロール Mod,120,3,5,595,20%,100%,15,115,81,45,93,0,0,10,100,0,10,10,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6563,574,689,803,918,72
1214,初級4,昼戦,20262,AR,EM-2 Mod,120,3,5,610,68%,180%,15,97,68,53,71,0,0,10,100,0,10,10,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6557,573,688,803,917,73
1214,初級4,昼戦,123,HG,P99,100,0,5,300,40%,150%,8,48,59,134,61,0,0,16,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3472,572,687,802,916,74
1214,初級4,昼戦,20060,AR,AS Val Mod,120,3,5,680,68%,200%,15,85,54,54,75,0,0,11,100,0,10,10,オプティカル (5-Star),専用装備 (5-Star),専用装備 (5-Star),6539,572,686,801,915,75
1214,初級4,昼戦,20115,SMG,スオミ Mod,120,3,5,1130,25%,150%,15,28,42,134,94,0,0,36,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),サイレンサー (5-Star),7617,571,685,799,914,76
1214,初級4,昼戦,20101,SMG,UMP9 Mod,120,3,5,905,25%,175%,15,60,36,147,87,0,0,30,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7610,570,684,799,913,77
1214,初級4,昼戦,242,HG,P22,100,0,5,350,45%,150%,8,46,73,161,62,0,0,17,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4128,567,681,794,908,78
1214,初級4,昼戦,20220,HG,MP-443 Mod,120,3,5,390,50%,150%,8,46,79,123,60,0,0,22,100,0,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4125,567,680,794,907,79
1214,初級4,昼戦,401,SMG,P50,100,0,5,950,5%,100%,8,59,44,88,116,0,0,26,100,0,10,0,チップ (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),6303,567,680,794,907,80
1214,初級4,昼戦,239,AR,03式,100,0,5,580,20%,115%,15,89,80,41,95,0,0,9,100,0,10,0,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),5395,566,679,793,906,81
1214,初級4,昼戦,20026,SMG,Gr MP5 Mod,120,3,5,905,5%,150%,8,57,42,155,90,0,0,30,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7543,565,678,792,905,82
1214,初級4,昼戦,20001,HG,コルトSAA Mod,120,3,5,415,40%,150%,8,51,54,129,50,0,0,25,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4108,564,677,790,903,83
1214,初級4,昼戦,20143,SMG,RO635 Mod,120,3,5,1040,25%,150%,15,28,43,144,97,0,0,30,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),サイレンサー (5-Star),7488,561,673,786,898,84
1214,初級4,昼戦,1042,HG,草薙素子,100,0,5,350,50%,150%,8,44,90,152,62,0,1,18,100,0,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4085,561,674,786,898,85
1214,初級4,昼戦,20103,SMG,UMP45 Mod,120,3,5,975,30%,175%,15,54,32,139,83,0,0,35,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7479,560,673,785,897,86
1214,初級4,昼戦,1043,AR,江崎プリン,100,0,5,550,78%,185%,15,94,51,55,77,0,0,8,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6414,561,673,785,897,87
1214,初級4,昼戦,142,HG,Five-seven,100,0,5,315,20%,150%,8,50,63,142,66,0,0,17,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4070,559,671,783,895,88
1214,初級4,昼戦,393,AR,ベオウルフ,100,0,5,605,20%,100%,15,106,82,42,102,0,0,9,150,1,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6389,559,670,782,894,89
1214,初級4,昼戦,54,AR,M16A1,100,0,5,605,20%,150%,15,70,29,55,65,31,0,9,100,0,10,0,高速弾 (5-Star),防弾ベスト (5-Star),専用装備 (5-Star),6386,558,670,782,894,90
1214,初級4,昼戦,20104,SMG,Gr G36c Mod,120,3,5,1085,5%,150%,8,55,47,122,84,0,0,36,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),ドットサイト (5-Star),7445,558,670,781,893,91
1214,初級4,昼戦,62,AR,Gr G41,100,0,5,635,68%,150%,15,100,63,64,77,0,0,10,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6377,557,669,781,892,92
1214,初級4,昼戦,166,HG,CZ75,100,0,5,330,50%,150%,8,58,89,102,66,0,0,19,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4058,557,669,781,892,93
1214,初級4,昼戦,294,HG,ウェブリー,100,0,5,430,20%,150%,8,41,73,133,57,0,0,24,150,1,10,0,SFライト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4057,557,669,780,892,94
1214,初級4,昼戦,96,HG,グリズリー,100,0,5,430,50%,150%,8,57,77,103,54,0,0,25,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4044,556,667,778,889,95
1214,初級4,昼戦,126,HG,NZ75,100,0,5,365,50%,150%,8,52,69,122,63,0,0,21,150,1,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4045,556,667,778,889,96
1214,初級4,昼戦,4,HG,パイソン,100,0,5,350,70%,150%,8,64,110,111,49,0,0,17,150,1,10,0,レッドサイト (5-Star),専用装備 (5-Star),X外骨格 (5-Star),4036,554,665,776,887,97
1214,初級4,昼戦,20005,HG,M1895 Mod,120,3,5,360,40%,150%,8,50,60,164,45,0,0,20,200,1,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4033,554,665,776,887,98
1214,初級4,昼戦,242,HG,P22,100,0,5,350,45%,150%,8,45,70,156,62,0,0,17,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4034,554,665,776,887,99
1214,初級4,昼戦,243,AR,64式自,100,0,5,625,68%,118%,15,109,69,48,88,0,0,9,150,1,10,0,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6331,553,664,775,886,100
1214,初級4,昼戦,250,HG,HS2000,100,0,5,360,50%,150%,8,52,88,116,62,0,0,21,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4025,553,664,774,885,101
1214,初級4,昼戦,378,AR,SCAR-L,100,0,5,550,20%,100%,15,101,83,58,102,0,0,8,150,1,10,0,ドットサイト (5-Star),専用装備 (5-Star),チップ (5-Star),6322,553,663,774,885,102
1214,初級4,昼戦,20002,HG,M1911 Mod,120,3,5,375,50%,150%,8,51,85,110,58,0,0,21,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),X外骨格 (5-Star),4026,553,664,775,885,103
1214,初級4,昼戦,20063,AR,Gr G3 Mod,120,3,5,565,68%,185%,15,110,64,46,63,0,0,9,200,1,10,10,専用装備 (5-Star),高速弾 (5-Star),専用装備 (5-Star),6313,552,662,773,883,104
1214,初級4,昼戦,1017,HG,ジル・スティングレイ,100,0,5,400,20%,150%,8,42,59,149,55,0,0,21,150,1,10,0,SFライト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4012,551,661,772,882,105
1214,初級4,昼戦,356,AR,A-545,100,0,5,550,20%,100%,15,104,73,54,103,0,0,8,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6299,551,661,771,881,106
1214,初級4,昼戦,1027,AR,アンジェリカ,100,0,5,605,78%,150%,15,96,63,71,75,0,0,9,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6295,550,660,771,881,107
1214,初級4,昼戦,73,AR,AUG,100,0,5,605,85%,115%,15,96,63,51,100,0,0,9,150,1,10,0,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6286,550,660,770,880,108
1214,初級4,昼戦,118,AR,9A-91,100,0,5,580,68%,150%,15,82,54,55,103,0,0,9,150,1,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6292,550,660,770,880,109
1214,初級4,昼戦,1032,AR,メデューサ,100,0,5,605,30%,100%,15,110,77,52,94,0,0,9,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),専用装備 (5-Star),6292,550,660,770,880,110
1214,初級4,昼戦,20013,HG,92式 Mod,120,3,5,375,50%,150%,8,49,75,110,61,0,0,21,100,0,10,10,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4002,550,660,770,880,111
1214,初級4,昼戦,1035,HG,山田たえ,100,0,5,465,50%,150%,15,48,64,110,53,0,1,24,150,1,10,0,レッドサイト (5-Star),専用装備 (5-Star),T外骨格 (5-Star),3995,549,659,769,878,112
1214,初級4,昼戦,20032,SMG,Micro Uzi Mod,120,3,5,885,5%,100%,8,70,51,96,128,0,0,26,200,1,10,10,チップ (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),7309,548,657,767,877,113
1214,初級4,昼戦,285,HG,C-93,100,0,5,315,50%,150%,8,52,89,128,64,0,0,18,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3988,548,658,767,877,114
1214,初級4,昼戦,318,AR,VHS,100,0,5,580,20%,100%,15,106,74,52,99,0,0,9,150,1,10,0,ホロサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6266,548,657,767,877,115
1214,初級4,昼戦,1018,HG,セイ・P・アサギリ,100,0,5,425,20%,150%,8,48,65,127,53,0,0,22,150,1,10,0,SFライト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),3986,548,657,767,876,116
1214,初級4,昼戦,357,HG,ライノ,100,0,5,365,70%,150%,8,53,105,105,57,0,0,18,150,1,10,0,レッドサイト (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),3971,546,655,764,873,117
1214,初級4,昼戦,400,HG,コルトM1851N,100,0,5,370,20%,150%,8,48,68,153,50,0,0,20,150,1,10,0,SFライト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3970,545,655,764,873,118
1214,初級4,昼戦,294,HG,ウェブリー,100,0,5,430,20%,150%,8,40,70,129,57,0,0,24,100,0,10,0,SFライト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3972,546,655,764,873,119
1214,初級4,昼戦,303,HG,HP-35,100,0,5,380,20%,150%,8,44,71,141,58,0,0,20,150,1,10,0,SFライト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),3967,545,654,763,872,120
1214,初級4,昼戦,361,AR,QBZ-191,100,0,5,605,20%,100%,15,97,87,51,102,0,0,9,150,1,10,0,ドットサイト (5-Star),高速弾 (5-Star),チップ (5-Star),6229,545,654,763,872,121
1214,初級4,昼戦,62,AR,Gr G41,100,0,5,635,68%,150%,15,98,61,62,77,0,0,10,100,0,10,0,オプティカル (5-Star),高速弾 (5-Star),専用装備 (5-Star),6233,545,654,763,872,122
